id,Predicted
29760,356073
130642,373628
31347,458798
24205,297143
165100,434335
81514,471995
116369,586178
84639,339710
97982,509658
91083,709768
149132,555266
41826,478445
52033,243760
21665,276590
62257,215334
10102,353018
23904,334387
179693,831713
144227,790815
120211,331911
173440,424913
46749,387003
96942,520766
183177,502256
35398,346765
30263,315918
48194,378621
129424,475464
110123,395681
60370,546176
33837,450832
108049,474249
78656,463013
7172,309407
66304,437379
78058,436972
176324,677961
165880,525958
93902,321847
116039,367030
151166,480394
40210,253607
98367,374817
160925,503390
104371,544105
78415,688030
83660,569825
121434,556317
78336,604043
52510,430948
64261,364727
97749,477719
172084,513227
52569,280075
57400,435215
169875,499582
58398,397208
183622,645356
48753,524648
130190,589952
108466,319807
157786,542243
95190,323721
87452,484752
142203,538625
130773,630530
168853,462011
64684,353903
57446,346428
153747,371862
159666,446183
71555,392305
134319,729314
93943,432603
109872,558386
177223,697580
93784,525141
6380,324765
132297,444255
125110,509554
36843,402916
121955,420714
82973,553513
103986,340971
97824,379909
64151,415499
165946,462585
159307,425875
131434,376201
8556,496639
37868,395679
14032,288205
21341,389545
135288,526772
50116,289611
97940,418975
162134,493331
166998,549907
137392,467000
1460,378520
171905,758281
175067,587420
172514,593736
17738,301907
67047,371612
124014,525028
185762,687232
1311,321312
119140,609788
142546,530283
114400,278024
22406,502677
92766,561006
60485,408558
91648,449773
132526,744512
25180,399799
48904,238717
146550,451956
19407,567209
47699,325336
2620,282649
174106,563533
112846,498343
83926,452615
64285,397440
5733,374478
87638,524588
53604,314165
53244,440523
82872,335003
66096,650716
173642,389456
145405,409045
90156,553878
180075,648796
5153,278009
134959,512912
64342,387453
51154,432995
40845,270224
170881,781392
106257,688368
114464,249559
97370,436849
172227,513787
151941,487239
107035,478500
135274,427680
169795,518367
83718,434578
42632,261373
68198,397711
112707,421973
36740,355457
42954,246293
5921,310337
40850,243926
44668,295117
21263,342857
162241,587685
81902,432238
169151,551913
154334,473904
59218,394752
37714,388830
106222,512308
139069,495146
4425,433316
140007,414492
90024,413902
153101,438840
37538,280018
32399,331806
38946,268796
151272,467959
95430,569502
101750,598299
16356,312009
131496,472724
167864,508756
17832,374339
106738,443659
33431,296751
164505,547883
47565,517224
99660,544241
20200,351970
28507,443589
43495,404536
23794,385232
40297,359354
53944,529342
11040,684991
106585,436240
70050,677179
75026,471605
142562,508584
113332,481290
104548,639708
159065,503600
157589,489206
26850,309405
83917,357760
124331,357094
58018,212047
163913,578389
109105,457053
97862,435694
16478,281163
35187,326312
25446,457172
47828,350810
123220,451724
16366,361168
144449,374411
39920,300088
160888,445385
47978,268937
14331,357841
60334,329759
49737,277935
98533,275964
38375,285253
176978,718567
60474,456005
163806,554341
4654,346376
130912,418286
115098,450908
56214,263786
63720,286187
143496,589016
33941,434453
66720,309390
29518,140269
68026,594126
161546,559066
118804,363005
126852,450838
102392,355655
49738,248520
49424,416118
18184,350195
5408,411767
157571,488863
111705,563652
179891,647503
76587,325533
2629,326834
119008,372401
128414,323773
162481,430091
39075,415477
113444,545893
58984,502575
134087,453205
27723,273831
61426,841058
26496,314794
8183,413438
96508,378025
56072,437206
77192,412506
84054,522000
55624,363278
163711,440010
29219,436134
81813,468670
181000,681468
143894,466214
141800,505293
30009,305696
45917,272658
14425,330994
23268,271787
1284,212649
69986,728452
134779,415927
78114,444993
128833,463834
129335,449528
56632,394988
46967,326404
146611,339350
37748,341575
156600,486483
105167,369709
35572,270741
154900,542422
68778,408318
40761,588983
76922,385949
57737,239001
63946,443696
111235,380866
114882,532005
12676,244627
138376,446474
90637,400170
184522,666288
92974,337059
8857,310546
27895,310697
156181,528515
41834,540709
157391,570620
143702,400686
185912,947014
11229,271946
41300,366130
72247,380287
83180,482026
148335,496824
7890,380230
135138,511022
27131,295373
166558,577414
131032,413350
74357,429731
156049,330026
69414,773754
97276,376588
82842,339244
148527,473099
144752,517381
18175,323949
11905,272119
171029,481988
59320,462238
84110,395438
78965,772590
85951,599504
163141,470665
109999,454983
147801,425689
139213,446065
126460,606914
28015,349617
181431,652568
52696,667064
50605,320648
165242,499261
48813,236793
110483,557263
89306,335129
133442,404452
65829,632892
87579,395705
91465,500320
73701,499847
15530,374922
18230,454986
97193,530806
166625,593823
33195,455600
136148,527863
165033,660433
21315,360934
91814,277710
16891,502195
107918,623332
79471,442995
21862,527522
67991,506599
165486,518833
63600,378523
110049,328293
112307,371408
10157,338723
74635,487189
25784,438057
107059,476079
30356,377464
87516,599261
10936,558697
88543,588523
139877,425862
42424,468894
52670,586864
166867,456165
101107,475949
76199,504965
80888,319842
9911,304240
156640,479712
102356,573125
48860,367854
102849,708440
138105,489315
117983,437168
93922,394410
46238,405950
59022,613771
106646,446755
120040,552520
126172,366901
168000,601071
80749,413153
131491,511658
112112,563950
47501,353574
13728,251761
101768,291464
6316,318866
126098,755177
165,354440
19524,502878
150677,484092
59379,449089
74454,346248
175450,685235
89244,707657
116506,456596
147339,473328
74001,650063
90922,411206
1820,461203
110186,266962
62682,386205
89581,507912
137848,484852
161798,437810
170742,496387
82918,458520
37679,336362
154926,399539
149598,273481
44725,285010
90766,576861
148899,420303
126592,348566
157908,392872
113713,434698
148870,669181
165510,480116
101470,376885
51743,330155
27173,136321
27812,377753
95488,353872
173154,667597
121352,414969
143803,414525
63373,333544
1386,382269
163514,518898
35643,301950
120579,544397
128369,422707
141816,485389
161838,517810
71069,444997
77131,464621
17667,352375
52148,416830
72854,556075
102035,482393
111359,401122
17719,385726
123306,303289
161864,661114
180849,607386
160993,467251
162321,338642
46481,265215
79814,387875
137789,576998
54212,262506
33512,347593
57246,679198
183567,651573
126709,459203
38938,297156
31497,417262
43094,396919
40278,320487
174057,655366
88538,577270
78488,648145
170729,600787
173992,564685
60975,353230
54718,233598
178130,627034
133730,375378
70033,713855
43395,548800
142569,478191
25880,254508
139537,411150
3465,414989
40735,515418
162957,476500
83356,495857
32897,290697
49245,346378
60337,310689
139769,625021
52326,355025
162813,760895
180789,578351
49386,399751
33541,372193
159352,498640
42027,464394
155370,418501
143725,515501
131769,434737
139885,444903
93808,458890
10639,332040
168611,550650
167653,622780
123170,342894
139150,316743
62622,473552
168689,885159
18566,290024
67121,257408
119193,429514
75320,495428
185227,768614
59316,456415
42962,237940
51540,292225
37927,333679
85155,296613
148730,459105
182768,590573
21816,328718
119821,443869
53803,375864
75672,510479
164062,550957
9801,683890
90516,501467
126543,334900
20563,202776
173167,474933
165546,756585
140696,500017
60885,465058
71010,352261
65245,464081
7762,269817
162332,450664
132065,480039
163315,558645
94896,379747
13990,459697
86695,432400
136032,769720
181973,553179
70720,1090290
176320,693646
123988,634181
75446,465024
165520,462596
95499,439048
73362,402278
115013,348596
170250,545951
117752,534863
120534,609604
43110,357370
173316,565427
163348,790805
167196,546971
8539,563105
57416,456744
147688,450076
48843,300943
123483,480037
91781,367739
57502,146027
41380,499769
71368,447861
90332,382772
56200,424088
59273,478121
59528,757459
142978,494508
62463,425247
151089,333296
159388,390266
15000,315978
124030,394889
146762,418063
32542,281777
44504,388916
154438,522290
92711,397194
26861,375630
154130,558073
108177,524335
85561,343534
29523,211242
162190,569419
137744,438879
141614,409504
154095,548911
177433,676233
16212,344640
138324,477340
179772,672324
80229,503530
146601,519702
90354,442372
16620,317529
144520,461125
43671,259328
151379,419197
43516,286744
114780,387198
48679,428262
23310,315926
82078,800693
161637,493321
97266,390141
25975,341131
183280,715918
143522,395254
82873,386269
111022,408027
170004,461101
149233,407487
11335,210001
178323,668689
117545,446251
104197,453504
114280,455965
30527,331648
42651,395380
123646,436317
72689,467366
78646,434635
50032,472709
167436,739368
25911,261605
140037,463782
117935,564486
122922,397713
28738,357876
129413,449339
65411,573197
20519,186266
148799,518341
96848,376390
167854,494140
90027,458258
124583,397385
123841,427739
143815,516626
100928,349204
64554,482126
27802,279852
55996,279383
168480,482028
18511,309066
7174,320715
107447,401426
109945,401892
109304,534865
33225,161566
31504,293748
85162,310733
164868,475094
102092,412961
5618,348273
45425,362440
127376,456574
156938,459810
127635,490382
111774,666552
141311,647491
68733,400778
171431,714643
57288,278784
147560,554673
83283,485178
180470,548328
85424,482228
30049,319254
138841,515059
138637,390529
178178,783386
69976,690504
139744,552038
58256,225307
104665,466932
169191,533463
55984,427609
40354,370740
59813,201056
142178,341855
104367,472786
135075,390959
16278,331426
49191,420969
95010,409170
179668,604292
111338,363548
76006,408148
106534,438821
78933,723215
76196,548422
110996,454379
145016,516646
133526,469496
67069,566028
77499,320524
51668,644842
64752,459758
148430,433499
63329,322029
173406,471121
79182,428057
139963,471079
119727,319792
14184,345768
63325,665922
69906,652503
150715,321837
10423,364383
13226,113783
166355,509941
162216,585923
43071,397103
103161,531772
168506,497623
30707,433210
54877,412923
77637,370954
54304,335832
71775,673556
116543,366713
18877,409872
98865,448157
169535,508454
155674,354280
46410,431675
25354,381299
149242,331655
156019,559787
2372,233454
167793,496676
13539,391787
96889,618578
12180,170891
30975,453202
142091,659945
141417,528105
88385,456498
118140,475494
130703,481828
78738,471102
31269,298394
109042,474282
48367,383896
169027,469582
94564,415743
69161,533327
109455,593427
102048,516193
142061,615491
80360,326049
108330,408066
45894,245032
184619,751500
44807,335383
86934,386702
99343,406140
168916,526614
89276,632651
51815,315121
125813,424007
107171,391288
154642,406420
10072,338940
68097,319598
160821,508880
19655,303563
142752,433984
36940,330879
111126,437006
596,300628
71019,409242
4479,328707
55848,503327
85188,515677
125357,369783
14647,266576
162730,501908
150653,419254
120056,384257
169156,571222
67935,619082
174388,637811
182913,636253
54148,261563
131866,581167
149984,481147
159985,513879
95496,442370
112843,436165
49524,422482
27369,183645
30825,419722
169753,674221
92534,376738
129225,464880
13062,250713
130722,524009
134157,413023
165859,501733
66301,462324
83618,464972
107691,481626
105232,406974
48298,580958
40648,311025
71976,515424
72896,634320
74551,404397
44973,324866
29347,400534
141919,498308
106300,361254
131980,442431
133141,451320
3973,257265
40519,326192
180446,620291
175025,565352
75064,398005
18793,402580
149491,412815
154754,505030
132371,435271
134999,467115
165322,526847
108805,517592
140691,521034
156367,503164
85858,618215
152700,456118
185104,579763
70218,407845
10393,343530
165123,552722
55106,436016
88369,375034
41779,625558
130816,402426
31211,339912
166757,680298
108437,398501
185814,779873
73304,436667
148656,492353
84559,333962
151222,430980
2069,251927
182640,691746
157520,492177
153201,514622
51319,441971
167197,529784
56328,807295
7586,288743
4962,528998
17286,252299
17996,314474
136652,482809
107533,369412
35676,251913
63528,418632
88024,404445
92245,458529
121431,513314
117675,406495
134315,611360
80382,362469
5676,389753
85834,467830
7544,297612
76545,417601
182269,742582
115301,364617
184499,761573
89274,760042
96978,493555
22476,362012
43684,326330
103852,535943
6660,304310
149136,550332
55623,329510
154963,394352
118607,415916
66046,425892
50815,394335
88378,457520
47559,431788
96116,389285
31651,298893
141186,588667
142321,740417
47123,244964
176333,625837
3011,244984
68006,614718
183387,536926
36465,318019
39670,270779
173044,464155
7197,270687
35841,293316
185880,734791
64929,713645
99553,510268
59246,237272
122401,346623
5750,377265
54602,345643
57503,164348
139988,467021
61441,827453
3816,355661
157223,484229
45836,353660
155755,420232
1314,321008
172283,606836
183939,684161
102449,496688
130038,383608
69337,737708
59437,332029
100231,451772
184320,612484
121624,423869
175778,476028
49838,270381
112596,406231
92825,652971
3175,542833
20599,187249
90059,465434
8718,232598
56904,636675
140415,426666
45486,362570
72264,405616
102129,429301
5083,415405
23403,411979
57581,651575
165475,489407
88985,500486
30967,423171
19270,398721
39924,270809
52520,547340
151658,390322
145774,577938
52004,341111
109232,382292
32071,230920
421,249303
150070,480969
157555,449758
141514,328669
137558,552261
155571,431565
162016,515185
47743,350037
42863,310384
60316,352353
119376,509784
96534,426821
97787,493705
46854,241485
131197,380699
45750,381096
75580,567375
122938,499077
24952,280132
8713,202791
29044,288889
33794,437625
155354,530952
174630,676531
357,198034
52446,394365
173530,490263
9167,305411
2712,227949
34228,359684
14795,295033
101108,514288
182805,632695
101314,494517
71207,351060
24463,365283
161441,459543
62066,298146
140608,440435
9901,242761
167009,493250
70131,316855
111696,601421
69883,750210
68434,446927
10786,289922
104011,518632
108425,378200
120804,396983
26582,398502
20975,387180
134633,499553
97941,411900
107642,427676
161902,481344
100312,768939
95448,421851
21815,332635
149382,711919
74108,745912
123994,626329
146443,497188
108700,357709
22001,427148
74783,364060
119865,416899
141913,429292
74995,470265
135235,291872
48589,324075
914,261586
119943,391742
99440,317976
144341,600490
97930,546095
90951,388734
131041,405423
84731,481653
135546,752502
127448,463946
61300,276151
63131,392103
25238,364285
180340,541788
99506,345527
183854,678569
94910,467757
44500,290201
63085,375406
164640,700262
16313,349574
132985,424472
101842,351199
5938,508641
44937,361570
170855,599311
40121,240123
74424,417802
156663,569356
181734,680719
109020,551528
54192,302512
121171,558309
118207,688893
103252,466931
46896,193671
175241,641426
9111,584303
172947,473178
60940,463194
77395,380778
83691,516067
11241,351113
58884,300637
33511,345113
35455,201521
134929,430557
127658,511428
74414,410072
23654,346239
41430,258010
96127,472674
66839,377013
68946,440816
167240,675262
75029,464995
164287,406397
7830,307160
33316,281556
59853,445265
77185,388521
131362,271558
60057,423597
62703,493108
7301,245559
62430,432831
90275,451349
41898,683647
147521,380696
16961,359937
51376,289422
115157,411148
120634,607424
125261,410417
95547,450313
3515,242694
76413,286742
170768,552867
127634,487041
66815,639443
5490,384854
142611,411038
65774,709909
92958,570015
84749,291336
116909,527563
85064,332233
94989,552930
185937,742269
67686,505866
132595,472905
45139,444900
29101,363012
20069,335786
22550,131378
174839,613408
114955,563781
146788,425178
83092,532701
135246,395698
61802,823289
137382,411821
145401,502854
58300,291857
140496,315272
149481,437727
136826,498517
69083,545725
149913,340600
105985,492765
112379,426225
24595,333943
170528,489386
137587,715384
50622,454134
20491,191881
20537,220580
18157,338588
157941,743745
92700,656876
123974,527014
173075,442775
141277,462231
112473,382643
75725,536727
148084,704855
163134,549722
169551,460796
97936,476757
5409,440284
181576,545060
176565,632023
69920,557177
155355,443934
169526,490730
175592,946972
11800,275298
76885,421487
150140,540151
15952,330386
163132,449308
182445,622519
1689,194985
43974,347848
15651,260062
51632,426219
44152,319574
79260,489495
126131,502008
146446,484203
35453,184839
24575,415428
153177,480772
11722,296250
13333,369257
155121,645418
101310,458362
53959,466216
23876,297302
126643,422616
86844,548619
53505,355885
180050,670990
1112,373163
181162,607059
57024,419150
87181,401080
1248,407777
59383,492032
162369,450300
133350,693610
99669,579256
34764,528728
62298,463762
35998,378364
1607,347472
32970,367189
26641,392830
175224,702087
110327,375523
156595,512264
163067,478842
60715,393874
150551,440323
58057,512530
175585,942725
15757,273485
20005,317922
60657,413446
81819,442935
174859,628142
107651,551229
145839,531162
109597,384924
64677,335376
170987,386486
132448,604926
615,368572
328,349603
170503,526866
54169,401147
101792,446121
53716,264557
118305,446141
159348,471751
47524,274578
120095,473379
89161,471310
122216,357933
22639,166361
105567,700880
36501,275719
90278,450272
176235,585617
133638,448762
49178,399191
25528,402131
47155,385097
69881,601727
78321,536811
55247,265138
86287,759515
105381,499340
81889,356424
114435,316287
60550,311873
85101,383649
87805,562668
21257,393189
57009,362348
57447,334802
96458,452231
133136,426491
5000,278539
42652,417709
23784,412326
11571,319391
162263,532495
185322,605948
95243,470232
98025,466827
121413,492280
16255,342429
169864,592679
65094,314953
106745,411391
35269,396655
182962,686543
67245,290987
146159,578633
67199,374101
153321,563212
171081,664413
64169,530343
59992,307310
87375,454131
45489,361472
133891,432953
28201,389429
181799,616340
128771,658994
100544,452805
117827,551789
125112,566850
41283,312586
143488,431030
132026,495225
154774,545483
181316,666762
26452,271735
69192,606149
48876,254360
23995,252012
114699,360371
14429,409031
29310,453879
155233,328715
140675,443645
149085,429395
32887,278093
124252,494274
101533,413257
133377,463769
166041,500940
40559,414162
37378,559871
33652,391275
114468,315855
74715,455628
64519,696776
152802,514591
53278,328962
34834,325440
124152,568390
136017,606924
154630,408466
179253,705306
146936,533187
97021,347600
1925,311064
177820,574330
83330,438887
145449,350207
179983,647374
167017,479183
143174,470007
42152,316450
118433,341611
1085,310727
108,232825
21504,457744
29908,269591
70316,539868
147948,663335
98363,347812
162615,590530
13447,370383
181211,908592
158809,525501
155623,462424
98150,377461
71979,574211
41846,544599
110154,387584
18305,450004
94821,365816
48673,425299
43984,360899
22290,234789
92650,446085
29386,408744
1810,358773
156154,439529
93822,597102
127679,477165
51871,302280
8150,338522
124650,425945
41453,351849
134106,407074
85212,700128
110858,462919
129207,541454
56369,844182
122046,332569
80517,402538
168013,576901
26047,424899
100969,403531
27240,148062
51867,393946
184767,822691
105710,416433
123195,398432
120616,448193
27126,300418
11811,313297
178381,614414
127074,458007
179534,591424
8432,309923
130518,322564
127324,475199
162711,491023
92750,535596
88080,426781
139501,267124
52121,337528
140776,541542
258,296845
90635,401789
125011,528577
89929,379647
55616,858824
143796,443138
164854,433352
122926,465529
68261,409882
142713,442940
81536,494182
121421,452464
73311,459075
180277,666019
128708,654625
180204,614706
77138,531222
162461,723565
39775,366100
125903,659737
106371,363938
178198,721405
16267,334638
134921,545746
106158,408672
93050,350535
141454,468112
93644,405795
43686,387471
157459,467563
92229,395101
27330,153568
44846,329249
178490,632742
12077,215468
173289,597866
104334,558496
30897,323375
27451,233188
441,273976
28528,249067
80302,720045
153339,695541
133873,776276
97142,487126
60133,739438
11493,308850
172125,624289
125657,521840
135834,431753
21497,472245
33068,340038
107676,449459
41602,336937
164242,487278
78229,563843
153717,364871
84170,693615
24662,305496
76220,559673
12697,239674
163429,565442
4753,293162
136174,596958
60783,503822
157864,517489
72622,469480
62301,437746
32531,319236
59317,495619
83255,455477
152904,438271
86929,420093
50519,338750
1999,239455
60828,492419
36514,319523
74380,420957
49172,365447
166486,488316
18610,297103
68142,387776
45431,415361
63158,391656
131637,403798
92884,563820
106513,468895
164649,464986
23422,317310
28506,443193
104557,564298
52553,425109
117870,528702
126500,594245
151129,515891
71900,524420
45526,482598
128725,825098
169640,537907
34730,315847
118255,730789
42296,296622
19810,277663
98813,457775
113906,436255
9532,405004
155597,539778
18045,216064
24885,368959
112445,522442
117797,623551
52337,308713
158022,533993
34393,398777
130435,406617
44300,163736
113439,513055
78135,382443
26104,780661
111287,430029
21086,462966
164435,407064
129911,406300
119934,393896
109546,327934
92770,612915
1811,360958
150210,418656
128750,598000
31760,428097
66929,323547
50308,299047
54495,364010
110152,366834
52992,164293
1416,253124
138913,521765
166115,561369
35565,245467
84016,483762
92457,467840
49293,342953
31321,431632
56034,208576
93790,492538
118186,660597
86055,549197
171264,558006
15094,804266
58219,481803
100511,396966
4358,177459
101281,440988
38842,263867
134295,466063
88505,606562
75927,444575
61776,918082
94600,410109
172898,573687
172849,730562
170383,622751
69425,675326
58402,291739
126504,566300
173659,533576
176016,551688
28564,254361
87174,370378
121285,460495
58466,418815
99193,263102
126462,536214
58565,560226
92169,370198
78171,570532
49499,311945
177089,717813
93972,469205
93022,318228
130685,554789
132582,461408
14260,472983
104426,403666
110602,402196
149549,586455
78565,427644
2082,98456
28544,308477
134242,473425
38031,485948
165726,494289
95217,386132
87324,489813
126911,569605
162946,380800
37036,371302
13659,555370
1928,333979
53996,491064
183255,652548
75343,481150
185243,654255
125204,403735
56303,661580
164713,476569
28761,460437
147918,379515
107599,348511
5232,327648
81489,433337
7175,304882
176202,513989
84392,318704
147184,453728
76865,376993
72332,494710
158118,459180
94967,409114
138558,516250
43358,405668
26819,293606
126023,629277
38579,119302
85818,434680
165864,500668
43654,356479
125540,562205
127649,391941
91665,419814
143384,437027
94005,402601
51649,419459
79558,489709
67074,530012
147658,478677
153443,504765
140366,465121
2379,310958
158708,468137
177562,607593
1173,191551
183803,676191
60539,279121
48774,454132
95302,362811
143896,435439
36430,322130
180170,728939
17881,253817
165070,648182
28770,390240
41360,337321
155360,504676
74785,417752
125572,486599
53673,377714
71413,452482
53451,318838
89004,527209
114260,517934
674,284697
44409,247245
26891,691280
49769,318735
62518,364735
8204,405483
115693,686169
132023,543965
180232,710278
45677,569584
165615,766095
172206,535729
22522,281476
48356,516763
171272,511812
174765,623523
144273,908477
62648,417230
36245,397284
184175,822850
97916,406046
118112,701580
53127,396946
50193,387832
91095,699361
37182,320959
50934,363261
164991,495478
127660,462572
57306,232926
31641,311889
20288,259780
90841,417371
43660,281425
77985,412010
65669,500419
83932,449654
133759,615612
70899,324447
141117,541463
34139,493510
8214,281008
165066,601657
111683,606423
149286,507714
173631,412761
77467,299527
100614,545535
112400,409612
398,239177
67344,368605
185413,597180
178694,664097
75286,473724
58764,443832
122664,755469
89592,393251
73899,772745
110266,489040
176560,683076
67636,673017
132093,513958
113950,348455
100182,422800
52272,293753
24051,296151
87314,510983
27003,372169
21150,396685
150710,749476
133317,531332
117795,625051
130098,455149
123556,386901
50724,452961
105388,386797
157170,468816
9278,294093
110310,364759
62758,405586
157350,453339
37976,474723
109116,490982
163846,506231
181014,706665
97611,466275
85452,427043
111627,458793
128248,406843
85886,519108
14186,417228
1793,338007
32157,156908
141458,484720
147158,463330
21764,346143
110577,564328
79829,370102
44374,338799
21489,376955
75435,494871
19209,380066
64184,281785
95119,409814
28087,700128
176814,580103
38950,412363
151142,422828
81846,442196
144043,717267
53844,421041
86403,583019
125951,303293
113145,413279
163043,598228
184015,548073
168470,461745
178685,661457
180595,586775
76336,627861
21885,416635
37676,308740
181748,566756
47830,366021
9871,705490
74988,477334
97515,493474
85990,606626
2631,334038
42215,334295
168535,581072
127628,455535
38314,342199
177829,548798
37400,249921
34427,508733
136066,455651
123295,436164
166509,502313
133632,413567
74334,461565
117367,368467
78638,642843
128296,454261
140162,610251
107854,470890
28166,444161
108406,437934
176716,615743
99890,511671
176624,607353
33815,414294
44963,305621
73878,531766
151927,430824
61333,510146
39087,458940
11259,277243
81635,408688
54725,282006
72904,745985
24262,357331
84222,582879
138790,505648
170658,617573
5045,291231
135135,462651
83048,469549
19250,508980
41718,371714
159170,565934
70203,529741
148,262859
119229,434237
17434,300793
93308,681555
110376,619896
22644,221887
2346,304042
163314,554768
67117,684324
155957,458814
116752,546159
173898,428813
167697,559390
139215,382162
16691,365168
163403,527210
48391,438389
32848,259253
32635,297978
88686,383476
126542,368496
64036,457733
109610,418137
71927,374630
127765,379287
168342,316368
106757,440504
47372,386972
7007,363225
171782,545952
14820,298954
146153,521824
7804,301576
23675,386970
176505,635458
159316,434687
86509,796406
5136,151169
80492,335106
156590,425828
185938,766064
142330,451864
33532,327375
168278,616849
71189,332880
117221,276543
80706,511607
133290,492069
90743,451992
15065,342724
67738,446043
74839,447085
55497,892380
80341,357841
49671,376261
112618,444217
50357,385917
44588,276421
175149,604582
149352,441503
65259,431940
99691,528891
60203,667683
170161,546816
91571,507812
155492,526655
176712,605159
170754,420534
9309,407142
26936,389800
110850,406681
78927,559956
111443,503398
180917,630275
39646,403475
104063,569178
70855,343454
157621,289367
62424,401603
6032,328427
23418,307590
14483,322927
94098,370492
48168,253523
3671,239494
68888,396152
66501,860819
140182,512448
23217,406739
131172,435637
131668,391327
119413,494636
23318,335527
156722,384425
118864,348770
159057,483719
160217,515716
32130,273286
32588,258410
58378,468269
37579,279767
160635,497560
177369,721290
75612,494953
74686,512917
44291,97773
113586,422905
104594,751252
95375,475870
148079,716672
99873,548442
36788,493308
15766,324551
141239,485168
95159,548996
55519,845632
18701,399109
108970,430528
137018,651334
57572,337993
52727,696948
163843,407735
15390,354312
112536,378194
51771,290104
76817,342867
128082,612845
37807,394155
39078,493236
49599,215682
148060,619771
9090,280079
178189,746768
46186,371825
16741,346990
15558,268265
13230,157657
51016,736787
159500,579522
49615,385872
93451,715481
185558,736377
6105,267470
147071,377200
84270,707634
153226,497957
90510,342503
143499,346427
53623,291589
14754,271039
69999,709643
180938,628413
35382,359687
65782,693902
155307,398382
49855,243872
154986,429661
52499,342464
75085,494825
116331,479117
90682,450028
47942,283063
96165,403198
53552,426005
182278,724378
153945,457722
49430,290795
38984,383163
89101,462393
89876,469692
69950,573297
57337,615847
167719,489566
104745,434231
101864,360736
48076,289263
156646,529258
143667,462584
182417,552459
178594,670415
101177,458267
97776,426783
68282,439807
34179,731031
142953,440635
55981,405662
34795,361852
104200,447431
175515,702395
119249,395959
49396,221077
122060,378760
13453,422384
108896,540942
5824,369869
45244,355429
155703,483159
135378,580394
125985,379076
51976,276868
17335,348634
122683,583508
84403,386390
64346,373573
145285,487729
121343,456616
39853,246893
171613,393504
71749,488895
114157,478717
73195,395577
170133,492204
133963,589761
180973,694013
68544,382425
44419,303594
50747,261762
62281,661670
33920,417504
146723,384192
22114,298161
150388,500214
104678,325470
102398,513477
142123,395685
111656,468987
16085,324640
49771,304988
5687,301221
145871,443108
1476,227949
163842,458948
66742,437994
127369,528411
41642,418455
41931,221893
122552,508006
56469,314794
104607,677228
127496,316727
67170,392253
87797,528889
12710,293299
123508,510291
175960,580272
73258,505130
142702,474832
62196,299547
78029,429224
53031,312340
180533,755819
28535,271955
29854,363435
138559,474551
155969,574833
126983,518197
28074,502610
2042,260036
147767,428528
85473,560107
179801,670063
131433,413107
125542,571769
33030,330143
4291,313235
141309,621234
109917,467455
11151,249314
12367,332508
51220,472859
72918,421238
81134,412435
15078,362885
43368,449673
120015,368203
118752,318379
